Timestamp,Occupancy,Capacity,QueueLength,TrafficConditionNearby,IsSpecialDay,VehicleType,Latitude,Longitude
2016-12-16 10:29:08,130,577,3,low,0,car,28.5,77.15
2016-12-16 11:03:08,153,577,8,high,0,car,28.5,77.15
2016-12-16 11:30:10,166,577,6,average,0,cycle,28.5,77.15
2016-12-16 11:56:10,176,577,6,average,0,car,28.5,77.15
2016-12-16 12:30:11,179,577,9,high,0,cycle,28.5,77.15
2016-12-16 12:56:12,172,577,10,high,0,car,28.5,77.15
2016-12-16 13:30:12,185,577,9,high,0,truck,28.5,77.15
2016-12-16 13:56:11,182,577,5,average,0,car,28.5,77.15
2016-12-16 14:30:10,190,577,7,high,0,bike,28.5,77.15
2016-12-16 14:56:11,187,577,5,average,0,car,28.5,77.15
2016-12-16 15:30:10,193,577,2,low,0,car,28.5,77.15
2016-12-16 16:03:11,168,577,3,low,0,car,28.5,77.15
2016-12-16 16:30:12,137,577,2,low,0,truck,28.5,77.15
2016-12-17 07:59:15,17,577,1,low,0,cycle,28.5,77.15
2016-12-17 08:26:15,26,577,1,low,0,car,28.5,77.15
2016-12-17 09:00:13,51,577,2,low,0,car,28.5,77.15
2016-12-17 09:26:17,82,577,3,average,0,car,28.5,77.15
2016-12-17 09:59:17,129,577,3,low,0,bike,28.5,77.15
2016-12-17 10:33:17,171,577,4,average,0,car,28.5,77.15
2016-12-17 11:00:17,215,577,6,average,0,car,28.5,77.15
2016-12-17 11:33:16,263,577,6,average,0,car,28.5,77.15
2016-12-17 12:00:17,304,577,10,high,0,bike,28.5,77.15
2016-12-17 12:26:17,337,577,10,high,0,car,28.5,77.15
2016-12-17 13:00:18,353,577,9,high,0,bike,28.5,77.15
2016-12-17 13:27:17,378,577,10,high,0,car,28.5,77.15
2016-12-17 14:00:17,417,577,6,average,0,bike,28.5,77.15
2016-12-17 14:30:19,440,577,8,high,0,car,28.5,77.15
2016-12-17 15:03:18,443,577,3,low,0,car,28.5,77.15
2016-12-17 15:30:19,415,577,4,average,0,car,28.5,77.15
2016-12-17 15:57:15,379,577,5,average,0,bike,28.5,77.15
2016-12-17 16:30:16,356,577,3,low,0,car,28.5,77.15
2016-12-18 08:03:24,4,577,2,low,1,car,28.5,77.15
2016-12-18 08:30:20,4,577,1,low,1,car,28.5,77.15
2016-12-18 08:56:20,6,577,1,low,1,truck,28.5,77.15
2016-12-18 09:30:21,8,577,1,low,1,cycle,28.5,77.15
2016-12-18 09:56:24,18,577,2,low,1,car,28.5,77.15
2016-12-18 10:30:23,44,577,7,high,1,cycle,28.5,77.15
2016-12-18 11:03:25,89,577,8,average,1,car,28.5,77.15
2016-12-18 11:30:22,135,577,9,average,1,bike,28.5,77.15
2016-12-18 12:03:23,165,577,13,high,1,car,28.5,77.15
2016-12-18 12:30:25,193,577,9,average,1,car,28.5,77.15
2016-12-18 12:56:26,215,577,13,high,1,car,28.5,77.15
2016-12-18 13:30:26,258,577,9,average,1,car,28.5,77.15
2016-12-18 14:03:26,309,577,7,average,1,car,28.5,77.15
2016-12-18 14:30:27,310,577,6,average,1,car,28.5,77.15
2016-12-18 14:56:25,303,577,8,average,1,cycle,28.5,77.15
2016-12-18 15:30:24,293,577,6,low,1,car,28.5,77.15
2016-12-18 16:03:27,247,577,4,low,1,bike,28.5,77.15
2016-12-18 16:30:25,206,577,4,low,1,car,28.5,77.15
2016-12-19 08:03:29,11,577,1,low,0,car,28.5,77.15
2016-12-19 08:30:28,17,577,1,low,0,car,28.5,77.15
2016-12-19 09:03:33,24,577,2,low,0,cycle,28.5,77.15
2016-12-19 09:30:30,40,577,2,average,0,car,28.5,77.15
2016-12-19 09:56:32,57,577,2,low,0,truck,28.5,77.15
2016-12-19 10:30:33,97,577,4,average,0,car,28.5,77.15
2016-12-19 11:03:31,134,577,5,average,0,car,28.5,77.15
2016-12-19 11:30:30,175,577,7,average,0,car,28.5,77.15
2016-12-19 12:03:32,216,577,10,high,0,bike,28.5,77.15
2016-12-19 12:30:32,249,577,10,high,0,car,28.5,77.15
2016-12-19 13:03:30,277,577,10,high,0,car,28.5,77.15
2016-12-19 13:30:35,291,577,9,high,0,bike,28.5,77.15
2016-12-19 14:03:31,305,577,5,average,0,bike,28.5,77.15
2016-12-19 14:30:33,309,577,5,average,0,bike,28.5,77.15
2016-12-19 15:03:34,300,577,4,low,0,car,28.5,77.15
2016-12-19 15:29:33,274,577,3,low,0,truck,28.5,77.15
2016-12-19 16:03:35,230,577,2,low,0,cycle,28.5,77.15
2016-12-19 16:30:35,193,577,3,low,0,car,28.5,77.15
